# Treachery,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
0.000000000000000000e+00 5.292157037902992300e+00 1.200471625101669826e+00 2.936213952317217490e+00 6.722679597604373392e+00 5.602673970449902896e+00 -2.931833639629233268e+00 2.850265252576768216e+00 -4.540716248930936616e-01 -3.096565553806735482e-01 1.231795505815116876e+00
0.000000000000000000e+00 4.321307134826339880e-01 4.362820520888925024e+00 2.283113175440980136e+00 3.650250494784852417e-01 1.331589698236276931e+00 1.001022982122800498e+00 4.482237219472818168e+00 -6.154747912974025681e-01 9.392031049527040931e-01 -2.562287217905174330e+00
0.000000000000000000e+00 -7.658969447502236072e+00 1.960855786321081817e+00 2.593308596578517200e+00 -2.226495061219325944e+00 6.809263871962823345e+00 -4.363097023796294494e+00 1.372755519043382111e-01 -5.615515500775007940e-01 4.598337643075372405e+00 4.408076309700854623e+00
0.000000000000000000e+00 4.648422770907488788e-01 1.134487558806520635e+00 -2.663357242890338483e+00 -5.942389404671780895e+00 -1.043736447978457882e+00 4.690469073119401533e-01 3.690872042183162449e+00 3.607139546353233861e+00 -1.161980452223856819e+00 -9.069082517260067533e-01
0.000000000000000000e+00 -3.145658895201277616e+00 -4.260053811536925750e+00 -5.118810571875037851e+00 5.852326185695368999e+00 -1.528956545254960497e+00 -1.314222904833559191e+00 -3.758386080149778596e+00 2.332471067495730299e+00 -4.841693542673854544e+00 -6.382208406419060953e-01
0.000000000000000000e+00 -2.686399683581027098e+00 1.160707493577786131e+00 -1.532415412706618962e+00 -3.541896552367236328e+00 -8.454668501596460106e-02 1.284995611591253084e+00 1.995516671495036753e-01 9.074156932193442326e-01 -1.902966281042890895e+00 -1.088223497961414488e+00
0.000000000000000000e+00 -2.017381343327853127e+00 -1.078659484621623754e+00 -2.439438846133362038e+00 -5.178847806995030112e+00 5.322784267612584719e-01 -1.205342808624785711e+00 -4.890595040898134016e+00 1.388346766577322589e+00 -2.721895093149726552e+00 1.558361873884168691e-01
0.000000000000000000e+00 2.187271686532610726e+00 3.869487322722320322e-01 3.418202053629902260e+00 -3.704477461060958099e+00 1.207024923532646898e+00 -2.054430272820939596e+00 -2.612391447545645562e+00 -1.736548994293246384e+00 -9.346575963821179833e-01 1.684960266892363001e-01
0.000000000000000000e+00 -3.495449522350069671e+00 2.702479460862561300e+00 1.396987319191379529e+00 -4.608731058831670779e+00 4.464756581386799539e+00 5.687667528091749247e+00 3.536338713478952123e+00 -5.397745074370527973e-01 -3.212257864531627760e+00 3.163355180793409716e+00
0.000000000000000000e+00 -1.209530840919538885e+00 3.667335211147282337e+00 6.248249342305809417e-01 2.929917109451138479e+00 1.069099191523205761e+00 2.119719504575844571e+00 3.150006216246143548e-02 5.357611481717505342e+00 3.807362781108597494e-01 1.205968090334105014e+00
0.000000000000000000e+00 5.649452091168763346e+00 -4.043277183427338883e+00 -3.811454995457200567e+00 2.908190124474033578e+00 -3.519370215342479735e+00 5.830863556947877946e+00 -1.240856942279242148e+00 -2.242364434322273503e+00 5.768826079441153887e+00 4.441544374303273202e+00
0.000000000000000000e+00 5.602676881279709420e+00 2.718133974826155708e+00 -2.583677055164107728e+00 5.730194859297101040e+00 -8.040101128541411457e-01 2.407369187389185594e+00 2.841755903321244059e+00 -4.650302792725025669e-01 1.842238111038240866e+00 2.766620014699580299e+00
0.000000000000000000e+00 1.129276593466888245e+00 -3.298202371752583240e+00 8.947145226181678623e-01 3.979157690061090769e+00 -2.083703579194096545e+00 -4.489036209830122859e-01 -1.305460655164912387e+00 5.547791185438025963e+00 2.016884271037306497e+00 1.222385508723331293e+00
0.000000000000000000e+00 -2.309748223335949202e+00 1.617747573875451650e+00 -2.022997981972128212e+00 9.549167482305354060e-02 -1.907538235136642779e+00 2.029299884839499413e+00 1.729772449844822813e+00 -6.248962667339845733e-01 1.188020137984935776e+00 -3.279184526191517346e+00
